soc_code,onet_soc_code,occupation_title,task,task_type,source_date,rank
47-4011,47-4011.01,Energy Auditors,"Identify opportunities to improve the operation, maintenance, or energy efficiency of building or process systems.",Core,08/2022,12
47-4021,47-4021.00,Elevator and Escalator Installers and Repairers,"Test newly installed equipment to ensure that it meets specifications, such as stopping at floors for set amounts of time.",Core,08/2023,1
47-4021,47-4021.00,Elevator and Escalator Installers and Repairers,"Locate malfunctions in brakes, motors, switches, and signal and control systems, using test equipment.",Core,08/2023,2
47-4021,47-4021.00,Elevator and Escalator Installers and Repairers,Connect electrical wiring to control panels and electric motors.,Core,08/2023,3
47-4021,47-4021.00,Elevator and Escalator Installers and Repairers,"Adjust safety controls, counterweights, door mechanisms, and components such as valves, ratchets, seals, and brake linings.",Core,08/2023,4
47-4021,47-4021.00,Elevator and Escalator Installers and Repairers,"Read and interpret blueprints to determine the layout of system components, frameworks, and foundations, and to select installation equipment.",Core,08/2023,5
47-4021,47-4021.00,Elevator and Escalator Installers and Repairers,"Inspect wiring connections, control panel hookups, door installations, and alignments and clearances of cars and hoistways to ensure that equipment will operate properly.",Core,08/2023,6
47-4021,47-4021.00,Elevator and Escalator Installers and Repairers,"Disassemble defective units, and repair or replace parts such as locks, gears, cables, and electric wiring.",Core,08/2023,7
47-4021,47-4021.00,Elevator and Escalator Installers and Repairers,Participate in additional training to keep skills up to date.,Core,08/2023,8
47-4021,47-4021.00,Elevator and Escalator Installers and Repairers,Attach guide shoes and rollers to minimize the lateral motion of cars as they travel through shafts.,Core,08/2023,9
47-4021,47-4021.00,Elevator and Escalator Installers and Repairers,Install outer doors and door frames at elevator entrances on each floor of a structure.,Core,08/2023,10
47-4021,47-4021.00,Elevator and Escalator Installers and Repairers,Install electrical wires and controls by attaching conduit along shaft walls from floor to floor and pulling plastic-covered wires through the conduit.,Core,08/2023,11
47-4021,47-4021.00,Elevator and Escalator Installers and Repairers,"Assemble, install, repair, and maintain elevators, escalators, moving sidewalks, and dumbwaiters, using hand and power tools, and testing devices such as test lamps, ammeters, and voltmeters.",Core,08/2023,12
47-4031,47-4031.00,Fence Erectors,"Align posts, by lines or sighting, and verify vertical alignment of posts, using plumb bobs or spirit levels.",Core,08/2019,1
47-4031,47-4031.00,Fence Erectors,"Measure and lay out fence lines and mark posthole positions, following instructions, drawings, or specifications.",Core,08/2019,2
47-4031,47-4031.00,Fence Erectors,"Discuss fencing needs with customers, and estimate and quote prices.",Core,08/2019,3
47-4031,47-4031.00,Fence Erectors,"Mix and pour concrete around bases of posts, or tamp soil into postholes to embed posts.",Core,08/2019,4
47-4031,47-4031.00,Fence Erectors,"Stretch wire, wire mesh, or chain link fencing between posts, and attach fencing to frames.",Core,08/2019,5
47-4031,47-4031.00,Fence Erectors,"Assemble gates, and fasten gates into position, using hand tools.",Core,08/2019,6
47-4031,47-4031.00,Fence Erectors,"Construct and repair barriers, retaining walls, trellises, and other types of fences, walls, and gates.",Core,08/2019,7
47-4031,47-4031.00,Fence Erectors,"Establish the location for a fence, and gather information needed to ensure that there are no electric cables or water lines in the area.",Core,08/2019,8
47-4031,47-4031.00,Fence Erectors,"Dig postholes, using spades, posthole diggers, or power-driven augers.",Core,08/2019,9
47-4031,47-4031.00,Fence Erectors,Set metal or wooden posts in upright positions in postholes.,Core,08/2019,10
47-4031,47-4031.00,Fence Erectors,"Make rails for fences, by sawing lumber or by cutting metal tubing to required lengths.",Core,08/2019,11
47-4031,47-4031.00,Fence Erectors,"Attach fence rail supports to posts, using hammers and pliers.",Core,08/2019,12
47-4041,47-4041.00,Hazardous Materials Removal Workers,Comply with prescribed safety procedures or federal laws regulating waste disposal methods.,Core,07/2015,1
47-4041,47-4041.00,Hazardous Materials Removal Workers,"Load or unload materials into containers or onto trucks, using hoists or forklifts.",Core,07/2015,2
47-4041,47-4041.00,Hazardous Materials Removal Workers,Clean mold-contaminated sites by removing damaged porous materials or thoroughly cleaning all contaminated nonporous materials.,Core,07/2015,3
47-4041,47-4041.00,Hazardous Materials Removal Workers,"Operate machines or equipment to remove, package, store, or transport loads of waste materials.",Core,07/2015,4
47-4041,47-4041.00,Hazardous Materials Removal Workers,"Clean contaminated equipment or areas for reuse, using detergents or solvents, sandblasters, filter pumps, or steam cleaners.",Core,07/2015,5
47-4041,47-4041.00,Hazardous Materials Removal Workers,"Remove asbestos or lead from surfaces, using hand or power tools such as scrapers, vacuums, or high-pressure sprayers.",Core,07/2015,6
47-4041,47-4041.00,Hazardous Materials Removal Workers,"Identify asbestos, lead, or other hazardous materials to be removed, using monitoring devices.",Core,07/2015,7
47-4041,47-4041.00,Hazardous Materials Removal Workers,Remove or limit contamination following emergencies involving hazardous substances.,Core,07/2015,8
47-4041,47-4041.00,Hazardous Materials Removal Workers,Build containment areas prior to beginning abatement or decontamination work.,Core,07/2015,9
47-4041,47-4041.00,Hazardous Materials Removal Workers,Prepare hazardous material for removal or storage.,Core,07/2015,10
47-4041,47-4041.00,Hazardous Materials Removal Workers,Upload baskets of irradiated elements onto machines that insert fuel elements into canisters and secure lids.,Supplemental,07/2015,11
47-4041,47-4041.00,Hazardous Materials Removal Workers,"Operate cranes to move or load baskets, casks, or canisters.",Supplemental,07/2015,12
47-4051,47-4051.00,Highway Maintenance Workers,Drive trucks to transport crews and equipment to work sites.,Core,07/2017,1
47-4051,47-4051.00,Highway Maintenance Workers,"Haul and spread sand, gravel, and clay to fill washouts and repair road shoulders.",Core,07/2017,2
47-4051,47-4051.00,Highway Maintenance Workers,"Erect, install, or repair guardrails, road shoulders, berms, highway markers, warning signals, and highway lighting, using hand tools and power tools.",Core,07/2017,3
47-4051,47-4051.00,Highway Maintenance Workers,"Clean and clear debris from culverts, catch basins, drop inlets, ditches, and other drain structures.",Core,07/2017,4
47-4051,47-4051.00,Highway Maintenance Workers,"Drive heavy equipment and vehicles with adjustable attachments to sweep debris from paved surfaces, mow grass and weeds, remove snow and ice, and spread salt and sand.",Core,07/2017,5
47-4051,47-4051.00,Highway Maintenance Workers,Flag motorists to warn them of obstacles or repair work ahead.,Core,07/2017,6
47-4051,47-4051.00,Highway Maintenance Workers,Set out signs and cones around work areas to divert traffic.,Core,07/2017,7
47-4051,47-4051.00,Highway Maintenance Workers,"Dump, spread, and tamp asphalt, using pneumatic tampers, to repair joints and patch broken pavement.",Core,07/2017,8
47-4051,47-4051.00,Highway Maintenance Workers,"Inspect, clean, and repair drainage systems, bridges, tunnels, and other structures.",Core,07/2017,9
47-4051,47-4051.00,Highway Maintenance Workers,"Remove litter and debris from roadways, including debris from rock and mud slides.",Core,07/2017,10
47-4051,47-4051.00,Highway Maintenance Workers,"Perform roadside landscaping work, such as clearing weeds and brush, and planting and trimming trees.",Core,07/2017,11
47-4051,47-4051.00,Highway Maintenance Workers,Perform preventative maintenance on vehicles and heavy equipment.,Core,07/2017,12
47-4061,47-4061.00,Rail-Track Laying and Maintenance Equipment Operators,Patrol assigned track sections so that damaged or broken track can be located and reported.,Core,07/2015,1
47-4061,47-4061.00,Rail-Track Laying and Maintenance Equipment Operators,Observe leveling indicator arms to verify levelness and alignment of tracks.,Core,07/2015,2
47-4061,47-4061.00,Rail-Track Laying and Maintenance Equipment Operators,Clean tracks or clear ice or snow from tracks or switch boxes.,Core,07/2015,3
47-4061,47-4061.00,Rail-Track Laying and Maintenance Equipment Operators,"Repair or adjust track switches, using wrenches and replacement parts.",Core,07/2015,4
47-4061,47-4061.00,Rail-Track Laying and Maintenance Equipment Operators,"Cut rails to specified lengths, using rail saws.",Core,07/2015,5
47-4061,47-4061.00,Rail-Track Laying and Maintenance Equipment Operators,"Raise rails, using hydraulic jacks, to allow for tie removal and replacement.",Core,07/2015,6
47-4061,47-4061.00,Rail-Track Laying and Maintenance Equipment Operators,"Adjust controls of machines that spread, shape, raise, level, or align track, according to specifications.",Core,07/2015,7
47-4061,47-4061.00,Rail-Track Laying and Maintenance Equipment Operators,"Drill holes through rails, tie plates, or fishplates for insertion of bolts or spikes, using power drills.",Core,07/2015,8
47-4061,47-4061.00,Rail-Track Laying and Maintenance Equipment Operators,Operate single- or multiple-head spike driving machines to drive spikes into ties and secure rails.,Core,07/2015,9
47-4061,47-4061.00,Rail-Track Laying and Maintenance Equipment Operators,Clean or make minor repairs to machines or equipment.,Core,07/2015,10
47-4061,47-4061.00,Rail-Track Laying and Maintenance Equipment Operators,"Clean, grade, or level ballast on railroad tracks.",Core,07/2015,11
47-4061,47-4061.00,Rail-Track Laying and Maintenance Equipment Operators,"Lubricate machines, change oil, or fill hydraulic reservoirs to specified levels.",Core,07/2015,12
47-4071,47-4071.00,Septic Tank Servicers and Sewer Pipe Cleaners,"Prepare and keep records of actions taken, including maintenance and repair work.",Core,07/2017,1
47-4071,47-4071.00,Septic Tank Servicers and Sewer Pipe Cleaners,"Measure excavation sites, using plumbers' snakes, tapelines, or lengths of cutting heads within sewers, and mark areas for digging.",Core,07/2017,2
47-4071,47-4071.00,Septic Tank Servicers and Sewer Pipe Cleaners,Inspect manholes to locate sewer line stoppages.,Core,07/2017,3
47-4071,47-4071.00,Septic Tank Servicers and Sewer Pipe Cleaners,"Communicate with supervisors and other workers, using equipment such as wireless phones, pagers, or radio telephones.",Core,07/2017,4
47-4071,47-4071.00,Septic Tank Servicers and Sewer Pipe Cleaners,"Dig out sewer lines manually, using shovels.",Core,07/2017,5
47-4071,47-4071.00,Septic Tank Servicers and Sewer Pipe Cleaners,"Drive trucks to transport crews, materials, and equipment.",Core,07/2017,6
47-4071,47-4071.00,Septic Tank Servicers and Sewer Pipe Cleaners,"Operate sewer cleaning equipment, including power rodders, high-velocity water jets, sewer flushers, bucket machines, wayne balls, and vac-alls.",Core,07/2017,7
47-4071,47-4071.00,Septic Tank Servicers and Sewer Pipe Cleaners,"Locate problems, using specially designed equipment, and mark where digging must occur to reach damaged tanks or pipes.",Core,07/2017,8
47-4071,47-4071.00,Septic Tank Servicers and Sewer Pipe Cleaners,"Clean and repair septic tanks, sewer lines, or related structures such as manholes, culverts, and catch basins.",Core,07/2017,9
47-4071,47-4071.00,Septic Tank Servicers and Sewer Pipe Cleaners,"Service, adjust, and make minor repairs to equipment, machines, and attachments.",Core,07/2017,10
47-4071,47-4071.00,Septic Tank Servicers and Sewer Pipe Cleaners,"Cut damaged sections of pipe with cutters, remove broken sections from ditches, and replace pipe sections, using pipe sleeves.",Supplemental,07/2017,11
47-4071,47-4071.00,Septic Tank Servicers and Sewer Pipe Cleaners,"Break asphalt and other pavement so that pipes can be accessed, using airhammers, picks, and shovels.",Supplemental,07/2017,12
47-4091,47-4091.00,Segmental Pavers,"Compact bedding sand and pavers to finish the paved area, using a plate compactor.",Core,06/2008,1
47-4091,47-4091.00,Segmental Pavers,Design paver installation layout pattern and create markings for directional references of joints and stringlines.,Core,06/2008,2
47-4091,47-4091.00,Segmental Pavers,"Supply and place base materials, edge restraints, bedding sand and jointing sand.",Core,06/2008,3
47-4091,47-4091.00,Segmental Pavers,"Prepare base for installation by removing unstable or unsuitable materials, compacting and grading the soil, draining or stabilizing weak or saturated soils and taking measures to prevent water penetration and migration of bedding sand.",Core,06/2008,4
47-4091,47-4091.00,Segmental Pavers,Sweep sand from the surface prior to opening to traffic.,Core,06/2008,5
47-4091,47-4091.00,Segmental Pavers,"Set pavers, aligning and spacing them correctly.",Core,06/2008,6
