soc_code,onet_soc_code,occupation_title,knowledge_area,importance,source_date,rank
51-4072,51-4072.00,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",Physics,2.48,07/2016,6
51-4072,51-4072.00,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",Computers and Electronics,2.37,07/2016,7
51-4072,51-4072.00,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",Engineering and Technology,2.37,07/2016,8
51-4072,51-4072.00,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",Education and Training,2.33,07/2016,9
51-4072,51-4072.00,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",Customer and Personal Service,2.12,07/2016,10
51-4072,51-4072.00,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",Public Safety and Security,2.1,07/2016,11
51-4072,51-4072.00,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",Chemistry,2.06,07/2016,12
51-4072,51-4072.00,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",Design,2.01,07/2016,13
51-4072,51-4072.00,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",Psychology,1.94,07/2016,14
51-4072,51-4072.00,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",Administrative,1.87,07/2016,15
51-4081,51-4081.00,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Production and Processing,4.11,08/2021,1
51-4081,51-4081.00,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Mechanical,3.94,08/2021,2
51-4081,51-4081.00,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Mathematics,3.6,08/2021,3
51-4081,51-4081.00,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",English Language,3.27,08/2021,4
51-4081,51-4081.00,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Design,3.07,08/2021,5
51-4081,51-4081.00,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Education and Training,2.91,08/2021,6
51-4081,51-4081.00,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Customer and Personal Service,2.79,08/2021,7
51-4081,51-4081.00,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Engineering and Technology,2.69,08/2021,8
51-4081,51-4081.00,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Computers and Electronics,2.51,08/2021,9
51-4081,51-4081.00,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Administration and Management,2.5,08/2021,10
51-4081,51-4081.00,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Psychology,2.39,08/2021,11
51-4081,51-4081.00,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Public Safety and Security,2.22,08/2021,12
51-4081,51-4081.00,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Physics,2.2,08/2021,13
51-4081,51-4081.00,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Administrative,2.15,08/2021,14
51-4081,51-4081.00,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Personnel and Human Resources,1.98,08/2021,15
51-4111,51-4111.00,Tool and Die Makers,Mechanical,4.48,08/2021,1
51-4111,51-4111.00,Tool and Die Makers,Mathematics,3.52,08/2021,2
51-4111,51-4111.00,Tool and Die Makers,Production and Processing,3.48,08/2021,3
51-4111,51-4111.00,Tool and Die Makers,Design,3.39,08/2021,4
51-4111,51-4111.00,Tool and Die Makers,English Language,3.03,08/2021,5
51-4111,51-4111.00,Tool and Die Makers,Engineering and Technology,2.93,08/2021,6
51-4111,51-4111.00,Tool and Die Makers,Education and Training,2.79,08/2021,7
51-4111,51-4111.00,Tool and Die Makers,Computers and Electronics,2.62,08/2021,8
51-4111,51-4111.00,Tool and Die Makers,Customer and Personal Service,2.43,08/2021,9
51-4111,51-4111.00,Tool and Die Makers,Administration and Management,2.34,08/2021,10
51-4111,51-4111.00,Tool and Die Makers,Administrative,2.19,08/2021,11
51-4111,51-4111.00,Tool and Die Makers,Public Safety and Security,2.13,08/2021,12
51-4111,51-4111.00,Tool and Die Makers,Physics,2.11,08/2021,13
51-4111,51-4111.00,Tool and Die Makers,Economics and Accounting,1.56,08/2021,14
51-4111,51-4111.00,Tool and Die Makers,Personnel and Human Resources,1.55,08/2021,15
51-4121,51-4121.00,"Welders, Cutters, Solderers, and Brazers",Production and Processing,3.49,08/2022,1
51-4121,51-4121.00,"Welders, Cutters, Solderers, and Brazers",Mechanical,3.1,08/2022,2
51-4121,51-4121.00,"Welders, Cutters, Solderers, and Brazers",Mathematics,2.94,08/2022,3
51-4121,51-4121.00,"Welders, Cutters, Solderers, and Brazers",English Language,2.87,08/2022,4
51-4121,51-4121.00,"Welders, Cutters, Solderers, and Brazers",Design,2.82,08/2022,5
51-4121,51-4121.00,"Welders, Cutters, Solderers, and Brazers",Engineering and Technology,2.58,08/2022,6
51-4121,51-4121.00,"Welders, Cutters, Solderers, and Brazers",Education and Training,2.53,08/2022,7
51-4121,51-4121.00,"Welders, Cutters, Solderers, and Brazers",Public Safety and Security,2.51,08/2022,8
51-4121,51-4121.00,"Welders, Cutters, Solderers, and Brazers",Customer and Personal Service,2.49,08/2022,9
51-4121,51-4121.00,"Welders, Cutters, Solderers, and Brazers",Administration and Management,2.44,08/2022,10
51-4121,51-4121.00,"Welders, Cutters, Solderers, and Brazers",Building and Construction,2.39,08/2022,11
51-4121,51-4121.00,"Welders, Cutters, Solderers, and Brazers",Physics,2.14,08/2022,12
51-4121,51-4121.00,"Welders, Cutters, Solderers, and Brazers",Administrative,2.0,08/2022,13
51-4121,51-4121.00,"Welders, Cutters, Solderers, and Brazers",Personnel and Human Resources,1.99,08/2022,14
51-4121,51-4121.00,"Welders, Cutters, Solderers, and Brazers",Computers and Electronics,1.97,08/2022,15
51-4122,51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",Production and Processing,3.8,08/2024,1
51-4122,51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",Administration and Management,3.52,08/2024,2
51-4122,51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",Design,3.12,08/2024,3
51-4122,51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",Public Safety and Security,2.91,08/2024,4
51-4122,51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",English Language,2.84,08/2024,5
51-4122,51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",Mechanical,2.82,08/2024,6
51-4122,51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",Customer and Personal Service,2.69,08/2024,7
51-4122,51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",Engineering and Technology,2.69,08/2024,8
51-4122,51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",Mathematics,2.6,08/2024,9
51-4122,51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",Education and Training,2.49,08/2024,10
51-4122,51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",Administrative,2.41,08/2024,11
51-4122,51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",Personnel and Human Resources,2.36,08/2024,12
51-4122,51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",Computers and Electronics,2.18,08/2024,13
51-4122,51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",Building and Construction,2.08,08/2024,14
51-4122,51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",Physics,2.04,08/2024,15
51-4191,51-4191.00,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",Production and Processing,3.93,07/2016,1
51-4191,51-4191.00,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",Mathematics,3.25,07/2016,2
51-4191,51-4191.00,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",Education and Training,2.85,07/2016,3
51-4191,51-4191.00,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",Administration and Management,2.75,07/2016,4
51-4191,51-4191.00,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",Chemistry,2.71,07/2016,5
51-4191,51-4191.00,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",Mechanical,2.59,07/2016,6
51-4191,51-4191.00,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",Customer and Personal Service,2.58,07/2016,7
51-4191,51-4191.00,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",Engineering and Technology,2.56,07/2016,8
51-4191,51-4191.00,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",Design,2.46,07/2016,9
51-4191,51-4191.00,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",Physics,2.42,07/2016,10
51-4191,51-4191.00,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",Public Safety and Security,2.41,07/2016,11
51-4191,51-4191.00,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",Computers and Electronics,2.34,07/2016,12
51-4191,51-4191.00,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",English Language,2.34,07/2016,13
51-4191,51-4191.00,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",Psychology,1.93,07/2016,14
51-4191,51-4191.00,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",Communications and Media,1.91,07/2016,15
51-4192,51-4192.00,"Layout Workers, Metal and Plastic",Mathematics,4.07,08/2018,1
51-4192,51-4192.00,"Layout Workers, Metal and Plastic",Design,3.78,08/2018,2
51-4192,51-4192.00,"Layout Workers, Metal and Plastic",Mechanical,3.51,08/2018,3
51-4192,51-4192.00,"Layout Workers, Metal and Plastic",Production and Processing,3.36,08/2018,4
51-4192,51-4192.00,"Layout Workers, Metal and Plastic",Engineering and Technology,3.31,08/2018,5
51-4192,51-4192.00,"Layout Workers, Metal and Plastic",English Language,3.31,08/2018,6
51-4192,51-4192.00,"Layout Workers, Metal and Plastic",Building and Construction,3.29,08/2018,7
51-4192,51-4192.00,"Layout Workers, Metal and Plastic",Administration and Management,3.28,08/2018,8
51-4192,51-4192.00,"Layout Workers, Metal and Plastic",Computers and Electronics,3.08,08/2018,9
51-4192,51-4192.00,"Layout Workers, Metal and Plastic",Education and Training,3.03,08/2018,10
51-4192,51-4192.00,"Layout Workers, Metal and Plastic",Customer and Personal Service,2.95,08/2018,11
51-4192,51-4192.00,"Layout Workers, Metal and Plastic",Public Safety and Security,2.43,08/2018,12
51-4192,51-4192.00,"Layout Workers, Metal and Plastic",Personnel and Human Resources,2.39,08/2018,13
51-4192,51-4192.00,"Layout Workers, Metal and Plastic",Transportation,2.31,08/2018,14
51-4192,51-4192.00,"Layout Workers, Metal and Plastic",Physics,2.29,08/2018,15
51-4193,51-4193.00,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",Production and Processing,4.17,07/2016,1
51-4193,51-4193.00,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",Mathematics,3.5,07/2016,2
51-4193,51-4193.00,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",Chemistry,3.43,07/2016,3
51-4193,51-4193.00,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",English Language,3.39,07/2016,4
51-4193,51-4193.00,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",Mechanical,3.3,07/2016,5
51-4193,51-4193.00,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",Engineering and Technology,3.27,07/2016,6
51-4193,51-4193.00,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",Education and Training,3.23,07/2016,7
51-4193,51-4193.00,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",Law and Government,3.13,07/2016,8
51-4193,51-4193.00,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",Customer and Personal Service,3.11,07/2016,9
51-4193,51-4193.00,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",Design,3.07,07/2016,10
51-4193,51-4193.00,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",Public Safety and Security,3.05,07/2016,11
51-4193,51-4193.00,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",Transportation,3.02,07/2016,12
51-4193,51-4193.00,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",Physics,2.98,07/2016,13
51-4193,51-4193.00,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",Administration and Management,2.8,07/2016,14
51-4193,51-4193.00,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",Sales and Marketing,2.75,07/2016,15
51-4194,51-4194.00,"Tool Grinders, Filers, and Sharpeners",Mechanical,3.61,07/2016,1
51-4194,51-4194.00,"Tool Grinders, Filers, and Sharpeners",Mathematics,3.49,07/2016,2
51-4194,51-4194.00,"Tool Grinders, Filers, and Sharpeners",English Language,3.13,07/2016,3
51-4194,51-4194.00,"Tool Grinders, Filers, and Sharpeners",Production and Processing,2.9,07/2016,4
51-4194,51-4194.00,"Tool Grinders, Filers, and Sharpeners",Education and Training,2.73,07/2016,5
51-4194,51-4194.00,"Tool Grinders, Filers, and Sharpeners",Customer and Personal Service,2.69,07/2016,6
51-4194,51-4194.00,"Tool Grinders, Filers, and Sharpeners",Administration and Management,2.48,07/2016,7
51-4194,51-4194.00,"Tool Grinders, Filers, and Sharpeners",Engineering and Technology,2.47,07/2016,8
51-4194,51-4194.00,"Tool Grinders, Filers, and Sharpeners",Design,2.41,07/2016,9
51-4194,51-4194.00,"Tool Grinders, Filers, and Sharpeners",Computers and Electronics,2.17,07/2016,10
51-4194,51-4194.00,"Tool Grinders, Filers, and Sharpeners",Administrative,2.09,07/2016,11
51-4194,51-4194.00,"Tool Grinders, Filers, and Sharpeners",Chemistry,2.06,07/2016,12
51-4194,51-4194.00,"Tool Grinders, Filers, and Sharpeners",Public Safety and Security,2.05,07/2016,13
51-4194,51-4194.00,"Tool Grinders, Filers, and Sharpeners",Transportation,2.04,07/2016,14
51-4194,51-4194.00,"Tool Grinders, Filers, and Sharpeners",Economics and Accounting,2.03,07/2016,15
51-5111,51-5111.00,Prepress Technicians and Workers,Computers and Electronics,4.0,07/2016,1
51-5111,51-5111.00,Prepress Technicians and Workers,English Language,3.63,07/2016,2
51-5111,51-5111.00,Prepress Technicians and Workers,Design,3.51,07/2016,3
51-5111,51-5111.00,Prepress Technicians and Workers,Mathematics,3.36,07/2016,4
51-5111,51-5111.00,Prepress Technicians and Workers,Production and Processing,3.33,07/2016,5
51-5111,51-5111.00,Prepress Technicians and Workers,Customer and Personal Service,3.23,07/2016,6
51-5111,51-5111.00,Prepress Technicians and Workers,Administrative,2.93,07/2016,7
51-5111,51-5111.00,Prepress Technicians and Workers,Communications and Media,2.67,07/2016,8
51-5111,51-5111.00,Prepress Technicians and Workers,Administration and Management,2.6,07/2016,9
51-5111,51-5111.00,Prepress Technicians and Workers,Education and Training,2.47,07/2016,10
51-5111,51-5111.00,Prepress Technicians and Workers,Sales and Marketing,2.29,07/2016,11
51-5111,51-5111.00,Prepress Technicians and Workers,Mechanical,2.12,07/2016,12
51-5111,51-5111.00,Prepress Technicians and Workers,Engineering and Technology,2.09,07/2016,13
51-5111,51-5111.00,Prepress Technicians and Workers,Fine Arts,2.06,07/2016,14
51-5111,51-5111.00,Prepress Technicians and Workers,Public Safety and Security,1.82,07/2016,15
51-5112,51-5112.00,Printing Press Operators,Mechanical,3.83,08/2020,1
51-5112,51-5112.00,Printing Press Operators,Production and Processing,3.66,08/2020,2
51-5112,51-5112.00,Printing Press Operators,Customer and Personal Service,2.86,08/2020,3
51-5112,51-5112.00,Printing Press Operators,English Language,2.8,08/2020,4
51-5112,51-5112.00,Printing Press Operators,Computers and Electronics,2.75,08/2020,5
51-5112,51-5112.00,Printing Press Operators,Mathematics,2.74,08/2020,6
51-5112,51-5112.00,Printing Press Operators,Chemistry,2.47,08/2020,7
51-5112,51-5112.00,Printing Press Operators,Public Safety and Security,2.1,08/2020,8
51-5112,51-5112.00,Printing Press Operators,Administration and Management,2.08,08/2020,9
51-5112,51-5112.00,Printing Press Operators,Education and Training,2.08,08/2020,10
51-5112,51-5112.00,Printing Press Operators,Engineering and Technology,1.88,08/2020,11
51-5112,51-5112.00,Printing Press Operators,Design,1.6,08/2020,12
51-5112,51-5112.00,Printing Press Operators,Administrative,1.5,08/2020,13
51-5112,51-5112.00,Printing Press Operators,Personnel and Human Resources,1.44,08/2020,14
